pE,pN,gap_value
2.734745763,3.238135593,61.6101514
2.818644068,3.238135593,59.4180647
2.902542373,3.238135593,64.2068511
2.986440678,3.238135593,61.4276524
3.070338983,3.238135593,61.76202963
3.154237288,3.238135593,62.75747763
3.238135593,3.238135593,59.47224541
3.322033898,3.238135593,58.2729133
3.405932203,3.238135593,56.16926496
3.489830508,3.238135593,58.27421499
3.573728814,3.238135593,60.6836367
3.657627119,3.238135593,57.0655453
3.741525424,3.238135593,54.2155699
3.825423729,3.238135593,53.73822487
3.909322034,3.238135593,51.26061199
3.993220339,3.238135593,50.76472865
4.077118644,3.238135593,49.77538335
4.161016949,3.238135593,50.62441888
4.244915254,3.238135593,49.15249488
4.328813559,3.238135593,50.48654443
4.412711864,3.238135593,47.46315498
4.496610169,3.238135593,47.94303643
4.580508475,3.238135593,46.21387192
4.66440678,3.238135593,45.11447822
4.748305085,3.238135593,45.81140133
4.83220339,3.238135593,46.25388206
4.916101695,3.238135593,44.93559867
5,3.238135593,43.53329883
0.05,3.322033898,82.2862036
0.1338983051,3.322033898,86.6947426
0.2177966102,3.322033898,84.8900488
0.3016949153,3.322033898,87.2008897
0.3855932203,3.322033898,91.2262457
0.4694915254,3.322033898,89.605121
0.5533898305,3.322033898,89.326601
0.6372881356,3.322033898,96.1079897
0.7211864407,3.322033898,94.4923852
0.8050847458,3.322033898,97.5203623
0.8889830508,3.322033898,96.7106458
0.9728813559,3.322033898,97.0729762
1.056779661,3.322033898,97.1811783
1.140677966,3.322033898,92.687015
1.224576271,3.322033898,87.9147316
1.308474576,3.322033898,87.9218209
1.392372881,3.322033898,86.3568598
1.476271186,3.322033898,83.6221303
1.560169492,3.322033898,80.3959565
1.644067797,3.322033898,78.0596998
1.727966102,3.322033898,76.7116534
1.811864407,3.322033898,75.6264225
1.895762712,3.322033898,73.7320613
1.979661017,3.322033898,74.3563782
2.063559322,3.322033898,74.2659539
2.147457627,3.322033898,72.5248372
2.231355932,3.322033898,74.0626247
2.315254237,3.322033898,72.5981989
2.399152542,3.322033898,69.1575506
2.483050847,3.322033898,70.5704328
2.566949153,3.322033898,66.2513594
2.650847458,3.322033898,64.4049264
2.734745763,3.322033898,62.1643308
2.818644068,3.322033898,65.098745
2.902542373,3.322033898,65.02339351
2.986440678,3.322033898,62.4420435
3.070338983,3.322033898,63.68568561
3.154237288,3.322033898,64.95360433
3.238135593,3.322033898,60.63452517
3.322033898,3.322033898,57.13616187
3.405932203,3.322033898,61.94179878
3.489830508,3.322033898,62.13643273
3.573728814,3.322033898,59.67996843
3.657627119,3.322033898,56.06187703
3.741525424,3.322033898,55.33318045
3.825423729,3.322033898,56.00711783
3.909322034,3.322033898,52.78922843
3.993220339,3.322033898,51.5466581
4.077118644,3.322033898,50.50220105
4.161016949,3.322033898,50.89135998
4.244915254,3.322033898,52.37837905
4.328813559,3.322033898,51.84794265
4.412711864,3.322033898,49.88451384
4.496610169,3.322033898,48.57157271
4.580508475,3.322033898,46.31021211
4.66440678,3.322033898,46.07794272
4.748305085,3.322033898,47.72565142
4.83220339,3.322033898,48.36327543
4.916101695,3.322033898,45.58905217
5,3.322033898,43.51030235
0.05,3.405932203,92.2226422
0.1338983051,3.405932203,88.8653042
0.2177966102,3.405932203,88.7988979
0.3016949153,3.405932203,91.3047602
0.3855932203,3.405932203,92.8674649
0.4694915254,3.405932203,90.3071457
0.5533898305,3.405932203,94.3379505
0.6372881356,3.405932203,96.9253994
0.7211864407,3.405932203,98.2772647
0.8050847458,3.405932203,100.0662831
0.8889830508,3.405932203,100.0482493
0.9728813559,3.405932203,99.5631354
1.056779661,3.405932203,96.595305
1.140677966,3.405932203,93.071906
1.224576271,3.405932203,90.2126573
1.308474576,3.405932203,89.198148
1.392372881,3.405932203,89.9125699
1.476271186,3.405932203,82.6159983
1.560169492,3.405932203,81.6330231
1.644067797,3.405932203,79.9807139
1.727966102,3.405932203,78.2934906
1.811864407,3.405932203,77.2084308
1.895762712,3.405932203,78.3508697
1.979661017,3.405932203,76.4512605
2.063559322,3.405932203,77.5525308
2.147457627,3.405932203,75.6316506
2.231355932,3.405932203,77.4514367
2.315254237,3.405932203,71.8100065
2.399152542,3.405932203,71.6305785
2.483050847,3.405932203,69.9906202
2.566949153,3.405932203,66.3954803
2.650847458,3.405932203,66.6472534
2.734745763,3.405932203,67.7354275
2.818644068,3.405932203,66.5349044
2.902542373,3.405932203,66.08230126
2.986440678,3.405932203,64.95585934
3.070338983,3.405932203,65.93925403
3.154237288,3.405932203,64.68322316
3.238135593,3.405932203,59.51203976
3.322033898,3.405932203,62.98686372
3.405932203,3.405932203,62.70086425
3.489830508,3.405932203,61.14536031
3.573728814,3.405932203,60.1390788
3.657627119,3.405932203,57.21870297
3.741525424,3.405932203,57.65505943
3.825423729,3.405932203,56.08700658
3.909322034,3.405932203,53.60444904
3.993220339,3.405932203,52.30552758
4.077118644,3.405932203,53.06452871
4.161016949,3.405932203,54.17976311
4.244915254,3.405932203,54.36976048
4.328813559,3.405932203,52.48772678
4.412711864,3.405932203,49.96141683
4.496610169,3.405932203,48.68854676
4.580508475,3.405932203,47.63725735
4.66440678,3.405932203,48.90622903
4.748305085,3.405932203,49.87953553
4.83220339,3.405932203,47.68978453
4.916101695,3.405932203,45.58288565
5,3.405932203,43.87039719
0.05,3.489830508,93.4669776
0.1338983051,3.489830508,92.6240399
0.2177966102,3.489830508,91.3537073
0.3016949153,3.489830508,99.0602947
0.3855932203,3.489830508,94.8774471
0.4694915254,3.489830508,93.0106194
0.5533898305,3.489830508,100.5175182
0.6372881356,3.489830508,104.2913066
0.7211864407,3.489830508,104.2605633
0.8050847458,3.489830508,103.7909035
0.8889830508,3.489830508,104.3679094
0.9728813559,3.489830508,100.9266069
1.056779661,3.489830508,98.5023466
1.140677966,3.489830508,95.7751751
1.224576271,3.489830508,91.125534
1.308474576,3.489830508,93.4020631
1.392372881,3.489830508,88.946125
1.476271186,3.489830508,85.8986345
1.560169492,3.489830508,85.1798635
1.644067797,3.489830508,84.5941434
1.727966102,3.489830508,79.9414673
1.811864407,3.489830508,80.8843025
1.895762712,3.489830508,80.175062
1.979661017,3.489830508,79.8002685
2.063559322,3.489830508,79.7570823
2.147457627,3.489830508,78.4127158
2.231355932,3.489830508,76.6908041
2.315254237,3.489830508,73.5559658
2.399152542,3.489830508,72.4271713
2.483050847,3.489830508,70.2125592
2.566949153,3.489830508,70.7959507
2.650847458,3.489830508,71.2202544
2.734745763,3.489830508,70.0635698
2.818644068,3.489830508,68.9820908
2.902542373,3.489830508,68.72841738
2.986440678,3.489830508,67.26580035
3.070338983,3.489830508,65.69330778
3.154237288,3.489830508,63.57447978
3.238135593,3.489830508,65.46184638
3.322033898,3.489830508,64.52383358
3.405932203,3.489830508,62.82290759
3.489830508,3.489830508,61.63435639
3.573728814,3.489830508,59.8841488
3.657627119,3.489830508,59.59261911
3.741525424,3.489830508,57.75854266
3.825423729,3.489830508,55.93121014
3.909322034,3.489830508,55.58335836
3.993220339,3.489830508,54.920807
4.077118644,3.489830508,55.5300982
4.161016949,3.489830508,56.21548977
4.244915254,3.489830508,53.59857117
4.328813559,3.489830508,53.06563265
4.412711864,3.489830508,51.31560153
4.496610169,3.489830508,51.43671725
4.580508475,3.489830508,49.31599537
4.66440678,3.489830508,50.23269464
4.748305085,3.489830508,49.21428984
4.83220339,3.489830508,47.70003232
4.916101695,3.489830508,45.96367592
5,3.489830508,44.51881778
0.05,3.573728814,96.2844208
0.1338983051,3.573728814,97.1268807
0.2177966102,3.573728814,96.1636281
0.3016949153,3.573728814,98.9320227
0.3855932203,3.573728814,97.4132507
0.4694915254,3.573728814,100.1837425
0.5533898305,3.573728814,103.8101135
0.6372881356,3.573728814,110.1633789
0.7211864407,3.573728814,108.3256207
0.8050847458,3.573728814,104.3143819
0.8889830508,3.573728814,105.9896772
0.9728813559,3.573728814,102.6055683
1.056779661,3.573728814,99.1323545
1.140677966,3.573728814,94.2266542
1.224576271,3.573728814,94.840663
1.308474576,3.573728814,94.7435633
1.392372881,3.573728814,88.3512643
1.476271186,3.573728814,88.6230495
1.560169492,3.573728814,90.7937984
1.644067797,3.573728814,85.3430428
1.727966102,3.573728814,82.1510291
1.811864407,3.573728814,84.3382576
1.895762712,3.573728814,81.793984
1.979661017,3.573728814,82.7324309
2.063559322,3.573728814,82.8860623
2.147457627,3.573728814,78.8551263
2.231355932,3.573728814,78.4932865
2.315254237,3.573728814,74.6782723
2.399152542,3.573728814,73.0911667
2.483050847,3.573728814,75.2709029
2.566949153,3.573728814,73.3592513
2.650847458,3.573728814,73.6065336
2.734745763,3.573728814,71.72656279
2.818644068,3.573728814,70.3439755
2.902542373,3.573728814,71.02210503
2.986440678,3.573728814,67.04366544
3.070338983,3.573728814,70.11539033
3.154237288,3.573728814,69.93381614
3.238135593,3.573728814,66.40180295
3.322033898,3.573728814,64.18412361
3.405932203,3.573728814,63.34114225
3.489830508,3.573728814,63.27327525
3.573728814,3.573728814,62.30919805
3.657627119,3.573728814,59.71914458
3.741525424,3.573728814,58.48166556
3.825423729,3.573728814,59.19581201
3.909322034,3.573728814,57.06203758
3.993220339,3.573728814,58.90900388
4.077118644,3.573728814,56.22408998
4.161016949,3.573728814,55.45351608
4.244915254,3.573728814,53.70901318
4.328813559,3.573728814,54.45403915
4.412711864,3.573728814,52.89732554
4.496610169,3.573728814,51.76625267
4.580508475,3.573728814,50.67479225
4.66440678,3.573728814,49.57539855
4.748305085,3.573728814,49.24055871
4.83220339,3.573728814,47.62274231
4.916101695,3.573728814,46.63524791
5,3.573728814,44.44841185
0.05,3.657627119,98.7841773
0.1338983051,3.657627119,97.6359593
0.2177966102,3.657627119,105.500748
0.3016949153,3.657627119,100.6269838
0.3855932203,3.657627119,95.5346955
0.4694915254,3.657627119,107.7081447
0.5533898305,3.657627119,111.7035264
0.6372881356,3.657627119,110.709424
0.7211864407,3.657627119,108.4218006
0.8050847458,3.657627119,107.6851765
0.8889830508,3.657627119,105.488447
0.9728813559,3.657627119,103.969177
1.056779661,3.657627119,99.7102936
1.140677966,3.657627119,100.572366
1.224576271,3.657627119,98.0214981
1.308474576,3.657627119,94.1898287
1.392372881,3.657627119,94.1526687
1.476271186,3.657627119,91.5966202
1.560169492,3.657627119,88.9755832
1.644067797,3.657627119,88.5844652
1.727966102,3.657627119,85.6369654
1.811864407,3.657627119,86.0154751
1.895762712,3.657627119,86.4039439
1.979661017,3.657627119,85.9342802
2.063559322,3.657627119,83.5775459
2.147457627,3.657627119,79.3717366
2.231355932,3.657627119,79.6621994
2.315254237,3.657627119,74.844279
2.399152542,3.657627119,76.8023274
2.483050847,3.657627119,77.8944383
2.566949153,3.657627119,75.802635
2.650847458,3.657627119,75.3361555
2.734745763,3.657627119,73.13180213
2.818644068,3.657627119,72.12968181
2.902542373,3.657627119,69.92908242
2.986440678,3.657627119,71.54292411
3.070338983,3.657627119,70.30049794
3.154237288,3.657627119,70.59640568
3.238135593,3.657627119,67.57533678
3.322033898,3.657627119,65.21791177
3.405932203,3.657627119,65.02135444
3.489830508,3.657627119,63.87467136
3.573728814,3.657627119,62.45824231
3.657627119,3.657627119,61.68836738
3.741525424,3.657627119,60.94564812
3.825423729,3.657627119,59.47074883
3.909322034,3.657627119,61.11588722
3.993220339,3.657627119,58.15592312
4.077118644,3.657627119,55.47100922
4.161016949,3.657627119,56.82901521
4.244915254,3.657627119,57.04320713
4.328813559,3.657627119,56.0710428
4.412711864,3.657627119,53.24689287
4.496610169,3.657627119,51.99994149
4.580508475,3.657627119,50.02516741
4.66440678,3.657627119,49.61731594
4.748305085,3.657627119,49.17752028
4.83220339,3.657627119,48.23058943
4.916101695,3.657627119,46.0211262
5,3.657627119,44.61019904
0.05,3.741525424,101.7555178
0.1338983051,3.741525424,96.8932245
0.2177966102,3.741525424,106.1638555
0.3016949153,3.741525424,103.0667703
0.3855932203,3.741525424,107.1419308
0.4694915254,3.741525424,113.4912038
0.5533898305,3.741525424,113.222238
0.6372881356,3.741525424,116.114977
0.7211864407,3.741525424,109.3135029
0.8050847458,3.741525424,107.4759429
0.8889830508,3.741525424,110.9048204
0.9728813559,3.741525424,103.5681227
1.056779661,3.741525424,103.061361
1.140677966,3.741525424,104.4335666
1.224576271,3.741525424,98.6662924
1.308474576,3.741525424,97.1363806
1.392372881,3.741525424,96.1252286
1.476271186,3.741525424,93.4631074
1.560169492,3.741525424,93.3972915
1.644067797,3.741525424,89.1743307
1.727966102,3.741525424,90.3949302
1.811864407,3.741525424,87.7663456
1.895762712,3.741525424,91.2827503
1.979661017,3.741525424,86.6675119
2.063559322,3.741525424,84.8374447
2.147457627,3.741525424,78.8220598
2.231355932,3.741525424,79.3372552
2.315254237,3.741525424,78.1069797
2.399152542,3.741525424,80.3440425
2.483050847,3.741525424,81.786285
2.566949153,3.741525424,77.579268
2.650847458,3.741525424,76.7649735
2.734745763,3.741525424,74.0366709
2.818644068,3.741525424,71.61063539
2.902542373,3.741525424,75.39845427
2.986440678,3.741525424,71.75336909
3.070338983,3.741525424,71.7497906
3.154237288,3.741525424,71.80559685
3.238135593,3.741525424,67.29013343
3.322033898,3.741525424,66.93869352
3.405932203,3.741525424,65.90648476
3.489830508,3.741525424,64.04573757
3.573728814,3.741525424,64.4699706
3.657627119,3.741525424,62.98316634
3.741525424,3.741525424,65.08273074
3.825423729,3.741525424,63.5892845
3.909322034,3.741525424,60.3713951
3.993220339,3.741525424,57.411431
4.077118644,3.741525424,58.31493342
4.161016949,3.741525424,58.46795728
4.244915254,3.741525424,57.27552042
4.328813559,3.741525424,56.44022896
4.412711864,3.741525424,53.49860675
4.496610169,3.741525424,52.51459503
4.580508475,3.741525424,50.08237986
4.66440678,3.741525424,49.56819371
4.748305085,3.741525424,48.54978891
4.83220339,3.741525424,48.18823161
4.916101695,3.741525424,46.75601664
5,3.741525424,44.01821279
0.05,3.825423729,107.7863513
0.1338983051,3.825423729,104.5542273
0.2177966102,3.825423729,109.4666487
0.3016949153,3.825423729,102.449213
0.3855932203,3.825423729,112.1312212
0.4694915254,3.825423729,114.3570114
0.5533898305,3.825423729,114.0072012
0.6372881356,3.825423729,116.8079464
0.7211864407,3.825423729,109.9379639
0.8050847458,3.825423729,112.0944955
0.8889830508,3.825423729,111.2286497
0.9728813559,3.825423729,107.2219993
1.056779661,3.825423729,107.1099774
1.140677966,3.825423729,106.018414
1.224576271,3.825423729,96.693294
1.308474576,3.825423729,100.4716973
1.392372881,3.825423729,98.2992138
1.476271186,3.825423729,96.8165494
1.560169492,3.825423729,94.0322538
1.644067797,3.825423729,95.207552
1.727966102,3.825423729,88.8174925
1.811864407,3.825423729,93.9621525
1.895762712,3.825423729,92.056887
1.979661017,3.825423729,85.2407113
2.063559322,3.825423729,84.3131359
2.147457627,3.825423729,81.1414065
2.231355932,3.825423729,82.5409502
2.315254237,3.825423729,81.6832664
2.399152542,3.825423729,84.8859229
2.483050847,3.825423729,82.2167571
2.566949153,3.825423729,79.0496464
2.650847458,3.825423729,76.76968655
2.734745763,3.825423729,76.78010642
2.818644068,3.825423729,77.16508502
2.902542373,3.825423729,75.63369509
2.986440678,3.825423729,73.24096422
3.070338983,3.825423729,72.33200866
3.154237288,3.825423729,72.30282757
3.238135593,3.825423729,69.54902312
3.322033898,3.825423729,67.85371911
3.405932203,3.825423729,65.84294431
3.489830508,3.825423729,66.09927383
3.573728814,3.825423729,64.92650826
3.657627119,3.825423729,67.1844936
3.741525424,3.825423729,65.42475971
3.825423729,3.825423729,62.85309371
3.909322034,3.825423729,59.63520431
3.993220339,3.825423729,60.30366601
4.077118644,3.825423729,58.55264763
4.161016949,3.825423729,59.22243791
4.244915254,3.825423729,57.66393233
4.328813559,3.825423729,56.70959563
4.412711864,3.825423729,53.5052796
4.496610169,3.825423729,52.58676675
4.580508475,3.825423729,49.45512305
4.66440678,3.825423729,48.94746175
4.748305085,3.825423729,49.77763431
4.83220339,3.825423729,48.94485449
4.916101695,3.825423729,47.69413305
5,3.825423729,44.9563292
0.05,3.909322034,111.6660277
0.1338983051,3.909322034,108.6897611
0.2177966102,3.909322034,109.8350372
0.3016949153,3.909322034,108.0602186
0.3855932203,3.909322034,119.4402802
0.4694915254,3.909322034,116.7598786
0.5533898305,3.909322034,119.5204194
0.6372881356,3.909322034,118.3003724
0.7211864407,3.909322034,110.2971441
0.8050847458,3.909322034,115.1835094
0.8889830508,3.909322034,114.2188034
0.9728813559,3.909322034,107.4799495
1.056779661,3.909322034,108.8597765
1.140677966,3.909322034,104.0669352
1.224576271,3.909322034,102.7572019
1.308474576,3.909322034,101.455961
1.392372881,3.909322034,101.3815184
1.476271186,3.909322034,98.6533466
1.560169492,3.909322034,97.8343407
1.644067797,3.909322034,95.4379789
1.727966102,3.909322034,92.2843501
1.811864407,3.909322034,96.4969662
1.895762712,3.909322034,90.6456486
1.979661017,3.909322034,86.5922024
2.063559322,3.909322034,87.454095
2.147457627,3.909322034,83.8732489
2.231355932,3.909322034,86.4051267
2.315254237,3.909322034,87.937048
2.399152542,3.909322034,85.346262
2.483050847,3.909322034,83.1021326
2.566949153,3.909322034,79.0785748
2.650847458,3.909322034,80.50194069
2.734745763,3.909322034,79.17710014
2.818644068,3.909322034,77.42460633
2.902542373,3.909322034,76.37690352
2.986440678,3.909322034,73.85035704
3.070338983,3.909322034,73.51694279
3.154237288,3.909322034,73.84185867
3.238135593,3.909322034,70.49339946
3.322033898,3.909322034,67.80842308
3.405932203,3.909322034,67.54881139
3.489830508,3.909322034,68.11982327
3.573728814,3.909322034,70.06253327
3.657627119,3.909322034,67.54657399
3.741525424,3.909322034,64.69659859
3.825423729,3.909322034,64.8804724
3.909322034,3.909322034,62.57504209
3.993220339,3.909322034,60.55915896
4.077118644,3.909322034,58.81489938
4.161016949,3.909322034,59.62970105
4.244915254,3.909322034,57.95059729
4.328813559,3.909322034,56.73047859
4.412711864,3.909322034,54.12042568
4.496610169,3.909322034,51.96635148
4.580508475,3.909322034,49.43289385
4.66440678,3.909322034,49.70194988
4.748305085,3.909322034,50.55560492
4.83220339,3.909322034,49.90597167
4.916101695,3.909322034,47.13174841
5,3.909322034,45.6433857
0.05,3.993220339,109.0251789
0.1338983051,3.993220339,115.6615015
0.2177966102,3.993220339,113.8291627
0.3016949153,3.993220339,120.3738973
0.3855932203,3.993220339,121.4242069
0.4694915254,3.993220339,117.6057943
0.5533898305,3.993220339,120.7029918
0.6372881356,3.993220339,117.8497367
0.7211864407,3.993220339,114.9409624
0.8050847458,3.993220339,115.8322347
0.8889830508,3.993220339,114.0513762
0.9728813559,3.993220339,113.135015
1.056779661,3.993220339,109.6488078
1.140677966,3.993220339,110.2372264
1.224576271,3.993220339,103.2836705
1.308474576,3.993220339,105.691551
1.392372881,3.993220339,104.3431797
1.476271186,3.993220339,102.5315363
1.560169492,3.993220339,99.1829666
1.644067797,3.993220339,94.9348952
1.727966102,3.993220339,98.266385
1.811864407,3.993220339,95.1007916
1.895762712,3.993220339,91.3057983
1.979661017,3.993220339,89.7545363
2.063559322,3.993220339,89.47746
2.147457627,3.993220339,86.6401557
2.231355932,3.993220339,92.1350791
2.315254237,3.993220339,88.3972522
2.399152542,3.993220339,84.2341556
2.483050847,3.993220339,83.7805906
2.566949153,3.993220339,82.87379669
2.650847458,3.993220339,82.35983581
2.734745763,3.993220339,80.38477153
2.818644068,3.993220339,77.3914588
2.902542373,3.993220339,77.79498856
2.986440678,3.993220339,75.06773879
3.070338983,3.993220339,74.57699959
3.154237288,3.993220339,74.81506565
3.238135593,3.993220339,71.73745442
3.322033898,3.993220339,69.5506415
3.405932203,3.993220339,69.99720255
3.489830508,3.993220339,71.7868453
3.573728814,3.993220339,70.44427682
3.657627119,3.993220339,66.82618542
3.741525424,3.993220339,66.7611613
3.825423729,3.993220339,64.1894953
3.909322034,3.993220339,62.84796189
3.993220339,3.993220339,60.83869226
4.077118644,3.993220339,59.75607556
4.161016949,3.993220339,59.93332635
4.244915254,3.993220339,57.98538775
4.328813559,3.993220339,57.36572264
4.412711864,3.993220339,53.50663284
4.496610169,3.993220339,51.9571295
4.580508475,3.993220339,50.20854179
4.66440678,3.993220339,51.97533821
4.748305085,3.993220339,51.53934103
4.83220339,3.993220339,49.34959003
4.916101695,3.993220339,47.83814393
5,3.993220339,45.85918214
0.05,4.077118644,115.0371552
0.1338983051,4.077118644,115.1257031
0.2177966102,4.077118644,113.0916074
0.3016949153,4.077118644,126.9029706
0.3855932203,4.077118644,123.0541912
0.4694915254,4.077118644,124.1355832
0.5533898305,4.077118644,120.6594417
0.6372881356,4.077118644,116.9059134
0.7211864407,4.077118644,119.227352
0.8050847458,4.077118644,118.979214
0.8889830508,4.077118644,117.5158327
0.9728813559,4.077118644,115.1450573
1.056779661,4.077118644,113.0481034
1.140677966,4.077118644,108.4114142
1.224576271,4.077118644,107.7477304
1.308474576,4.077118644,109.7518972
1.392372881,4.077118644,106.8387698
1.476271186,4.077118644,102.9290995
1.560169492,4.077118644,98.9071363
1.644067797,4.077118644,101.4685351
1.727966102,4.077118644,98.2896445
1.811864407,4.077118644,94.9966698
1.895762712,4.077118644,94.5220555
1.979661017,4.077118644,92.7497177
2.063559322,4.077118644,90.728651
2.147457627,4.077118644,93.1174613
2.231355932,4.077118644,93.6697127
2.315254237,4.077118644,87.2967684
2.399152542,4.077118644,86.3343089
2.483050847,4.077118644,86.67237749
2.566949153,4.077118644,84.77243927
2.650847458,4.077118644,83.59456326
2.734745763,4.077118644,81.0206323
2.818644068,4.077118644,78.85044877
2.902542373,4.077118644,78.36085657
2.986440678,4.077118644,75.47308603
3.070338983,4.077118644,75.32988129
3.154237288,4.077118644,76.08987782
3.238135593,4.077118644,72.24395114
3.322033898,4.077118644,74.69692317
3.405932203,4.077118644,73.71883129
3.489830508,4.077118644,71.06234479
3.573728814,4.077118644,71.22997782
3.657627119,4.077118644,68.92738105
3.741525424,4.077118644,66.07740565
3.825423729,4.077118644,65.40170447
3.909322034,4.077118644,63.14444477
3.993220339,4.077118644,61.27715836
4.077118644,4.077118644,60.07633867
4.161016949,4.077118644,59.30576477
4.244915254,4.077118644,58.09493973
4.328813559,4.077118644,56.75834459
4.412711864,4.077118644,53.51014371
4.496610169,4.077118644,53.730135
4.580508475,4.077118644,52.00716569
4.66440678,4.077118644,52.00717898
4.748305085,4.077118644,52.26474797
4.83220339,4.077118644,50.07499697
4.916101695,4.077118644,48.06754604
5,4.077118644,46.72361641
0.05,4.161016949,113.7167679
0.1338983051,4.161016949,118.2086694
0.2177966102,4.161016949,118.7105925
0.3016949153,4.161016949,128.4899449
0.3855932203,4.161016949,124.2610031
0.4694915254,4.161016949,127.8106788
0.5533898305,4.161016949,120.7181384
0.6372881356,4.161016949,120.7467779
0.7211864407,4.161016949,122.3873496
0.8050847458,4.161016949,117.9808045
0.8889830508,4.161016949,120.7536291
0.9728813559,4.161016949,115.9592594
1.056779661,4.161016949,115.0338847
1.140677966,4.161016949,112.7879742
1.224576271,4.161016949,108.7642837
1.308474576,4.161016949,113.1145095
1.392372881,4.161016949,107.8196179
1.476271186,4.161016949,102.4026878
1.560169492,4.161016949,104.2689359
1.644067797,4.161016949,102.9622056
1.727966102,4.161016949,96.9222048
1.811864407,4.161016949,98.1642318
1.895762712,4.161016949,93.973927
1.979661017,4.161016949,94.0395255
2.063559322,4.161016949,98.3153153
2.147457627,4.161016949,94.0521026
2.231355932,4.161016949,92.5804947
2.315254237,4.161016949,88.2807107
2.399152542,4.161016949,88.9388994
2.483050847,4.161016949,89.57663478
2.566949153,4.161016949,86.0398666
2.650847458,4.161016949,84.84923562
2.734745763,4.161016949,81.86455305
2.818644068,4.161016949,80.23933634
2.902542373,4.161016949,79.47190196
2.986440678,4.161016949,76.41046767
3.070338983,4.161016949,76.55916477
3.154237288,4.161016949,78.20814482
3.238135593,4.161016949,77.45939522
3.322033898,4.161016949,75.81713385
3.405932203,4.161016949,73.00174755
3.489830508,4.161016949,74.32518075
3.573728814,4.161016949,71.86871645
3.657627119,4.161016949,68.25062505
3.741525424,4.161016949,67.31602257
3.825423729,4.161016949,65.71481978
3.909322034,4.161016949,63.60079329
3.993220339,4.161016949,62.14011538
4.077118644,4.161016949,59.45520148
4.161016949,4.161016949,60.10511465
4.244915254,4.161016949,58.03921802
4.328813559,4.161016949,56.77432662
4.412711864,4.161016949,55.31360449
4.496610169,4.161016949,54.58262461
4.580508475,4.161016949,52.56164201
4.66440678,4.161016949,52.75128365
4.748305085,4.161016949,51.73287885
4.83220339,4.161016949,51.72589191
4.916101695,4.161016949,48.95166865
5,4.161016949,46.2138648
0.05,4.244915254,117.1298959
0.1338983051,4.244915254,124.8537703
0.2177966102,4.244915254,124.1358724
0.3016949153,4.244915254,131.4063571
0.3855932203,4.244915254,128.9130215
0.4694915254,4.244915254,127.8655409
0.5533898305,4.244915254,119.6488002
0.6372881356,4.244915254,125.3567701
0.7211864407,4.244915254,123.6293088
0.8050847458,4.244915254,124.3017172
0.8889830508,4.244915254,125.0553192
0.9728813559,4.244915254,121.8842427
1.056779661,4.244915254,113.2448918
1.140677966,4.244915254,113.6531729
1.224576271,4.244915254,112.9765861
1.308474576,4.244915254,112.9520459
1.392372881,4.244915254,108.2889709
1.476271186,4.244915254,104.9645683
1.560169492,4.244915254,107.2758158
1.644067797,4.244915254,103.031415
1.727966102,4.244915254,98.5462886
1.811864407,4.244915254,97.7877592
1.895762712,4.244915254,98.3108832
1.979661017,4.244915254,101.0419543
2.063559322,4.244915254,99.8350942
2.147457627,4.244915254,94.2051179
2.231355932,4.244915254,93.5961599
2.315254237,4.244915254,91.4407243
2.399152542,4.244915254,91.88500832
2.483050847,4.244915254,89.91301332
2.566949153,4.244915254,86.721214
2.650847458,4.244915254,85.72017628
2.734745763,4.244915254,83.2855676
2.818644068,4.244915254,80.68191819
2.902542373,4.244915254,79.73757008
2.986440678,4.244915254,78.19434984
3.070338983,4.244915254,79.55410166
3.154237288,4.244915254,81.90206957
3.238135593,4.244915254,78.60560695
3.322033898,4.244915254,75.10724365
3.405932203,4.244915254,76.31170024
3.489830508,4.244915254,73.65521374
3.573728814,4.244915254,71.19874944
3.657627119,4.244915254,69.51524436
3.741525424,4.244915254,67.64546703
3.825423729,4.244915254,66.18873697
3.909322034,4.244915254,63.9480868
3.993220339,4.244915254,61.52520923
4.077118644,4.244915254,60.27503153
4.161016949,4.244915254,59.50445763
4.244915254,4.244915254,57.44408838
4.328813559,4.244915254,57.7902497
4.412711864,4.244915254,55.35713727
4.496610169,4.244915254,54.0320193
4.580508475,4.244915254,53.32414376
4.66440678,4.244915254,52.22475006
4.748305085,4.244915254,52.6286132
4.83220339,4.244915254,51.22125397
4.916101695,4.244915254,48.44703071
5,4.244915254,47.61854487
0.05,4.328813559,124.098376
0.1338983051,4.328813559,126.6605926
0.2177966102,4.328813559,135.1201556
0.3016949153,4.328813559,131.0644583
0.3855932203,4.328813559,131.2364103
0.4694915254,4.328813559,126.7338899
0.5533898305,4.328813559,121.6331515
0.6372881356,4.328813559,130.8848009
0.7211864407,4.328813559,123.127294
0.8050847458,4.328813559,125.8983164
0.8889830508,4.328813559,125.6658689
0.9728813559,4.328813559,120.1128435
1.056779661,4.328813559,118.3375059
1.140677966,4.328813559,116.6371601
1.224576271,4.328813559,117.8877158
1.308474576,4.328813559,114.6411661
1.392372881,4.328813559,107.8130363
1.476271186,4.328813559,109.0747057
1.560169492,4.328813559,106.7655199
1.644067797,4.328813559,105.4158817
1.727966102,4.328813559,100.1565748
1.811864407,4.328813559,100.8266399
1.895762712,4.328813559,104.6056964
1.979661017,4.328813559,100.6164757
2.063559322,4.328813559,98.7507333
2.147457627,4.328813559,94.6931085
2.231355932,4.328813559,96.8080476
2.315254237,4.328813559,95.08779228
